product_id,product_name,category,subcategory,price_min,price_max,item_type,weight,tags
ON0251,Smart LED Bulb Small,Electronics,Smart LED Bulb,46422,88095,online,0.057,"smart,led,bulb"
ON0252,Powerbank Large,Electronics,Powerbank,15579,248849,online,0.194,powerbank
ON0253,Portable SSD Case Pro,Electronics,Portable SSD Case,16224,84705,online,0.055,"portable,ssd,case"
ON0254,HDMI Cable Pro,Electronics,HDMI Cable,34422,279920,online,0.079,"hdmi,cable"
ON0255,Lightning Cable Small,Electronics,Lightning Cable,43691,289067,online,0.069,"lightning,cable"
ON0256,Portable SSD Case Premium,Electronics,Portable SSD Case,28326,53999,online,0.157,"portable,ssd,case"
ON0257,Fan USB Mini Limited,Electronics,Fan USB Mini,26071,127471,online,0.172,"fan,usb,mini"
ON0258,Wireless Mouse Small,Electronics,Wireless Mouse,46418,165939,online,0.102,"wireless,mouse"
ON0259,Lightning Cable,Electronics,Lightning Cable,17075,48506,online,0.181,"lightning,cable"
ON0260,Phone Tripod Small,Electronics,Phone Tripod,44298,269254,online,0.143,"phone,tripod"
ON0261,Fan USB Mini,Electronics,Fan USB Mini,46006,241074,online,0.136,"fan,usb,mini"
ON0262,Ring Light Large,Electronics,Ring Light,18471,206584,online,0.173,"ring,light"
ON0263,Smart LED Bulb Large,Electronics,Smart LED Bulb,47952,220995,online,0.142,"smart,led,bulb"
ON0264,Laptop Stand Pro,Electronics,Laptop Stand,14126,263496,online,0.188,"laptop,stand"
ON0265,Wireless Mouse,Electronics,Wireless Mouse,15895,92849,online,0.172,"wireless,mouse"
ON0266,Lightning Cable Pro,Electronics,Lightning Cable,36934,216450,online,0.149,"lightning,cable"
ON0267,HDMI Cable V2,Electronics,HDMI Cable,32191,69388,online,0.034,"hdmi,cable"
ON0268,HDMI Cable Large,Electronics,HDMI Cable,45199,292134,online,0.123,"hdmi,cable"
ON0269,LED Desk Lamp Set,Electronics,LED Desk Lamp,42638,213498,online,0.132,"led,desk,lamp"
ON0270,Smart LED Bulb Pro,Electronics,Smart LED Bulb,21091,78113,online,0.158,"smart,led,bulb"
ON0271,Portable SSD Case V2,Electronics,Portable SSD Case,30617,54478,online,0.028,"portable,ssd,case"
ON0272,Laptop Stand Small,Electronics,Laptop Stand,39196,147775,online,0.055,"laptop,stand"
ON0273,Phone Tripod Pro,Electronics,Phone Tripod,31125,176743,online,0.154,"phone,tripod"
ON0274,Mini Speaker Pro,Electronics,Mini Speaker,46063,206109,online,0.114,"mini,speaker"
ON0275,USB-C Charger Premium,Electronics,USB-C Charger,38787,222827,online,0.034,"usb-c,charger"
ON0276,Wireless Mouse Limited,Electronics,Wireless Mouse,19093,200025,online,0.197,"wireless,mouse"
ON0277,Fan USB Mini Premium,Electronics,Fan USB Mini,27967,69689,online,0.162,"fan,usb,mini"
ON0278,Lightning Cable Premium,Electronics,Lightning Cable,48279,297776,online,0.063,"lightning,cable"
ON0279,Bluetooth Earphone Set,Electronics,Bluetooth Earphone,38640,121144,online,0.025,"bluetooth,earphone"
ON0280,Laptop Stand,Electronics,Laptop Stand,44369,152479,online,0.08,"laptop,stand"
ON0281,Portable SSD Case,Electronics,Portable SSD Case,27165,258460,online,0.17,"portable,ssd,case"
ON0282,LED Desk Lamp V2,Electronics,LED Desk Lamp,45484,106928,online,0.097,"led,desk,lamp"
ON0283,Powerbank Small,Electronics,Powerbank,21040,160320,online,0.174,powerbank
ON0284,LED Desk Lamp Large,Electronics,LED Desk Lamp,30550,83914,online,0.064,"led,desk,lamp"
ON0285,Phone Tripod Set,Electronics,Phone Tripod,25426,140005,online,0.191,"phone,tripod"
ON0286,Laptop Stand V2,Electronics,Laptop Stand,20407,27448,online,0.065,"laptop,stand"
ON0287,Smart LED Bulb,Electronics,Smart LED Bulb,24544,144378,online,0.093,"smart,led,bulb"
ON0288,Laptop Stand Pro,Electronics,Laptop Stand,30461,113950,online,0.156,"laptop,stand"
ON0289,Portable SSD Case,Electronics,Portable SSD Case,25471,262149,online,0.094,"portable,ssd,case"
ON0290,USB-C Charger,Electronics,USB-C Charger,33873,115739,online,0.17,"usb-c,charger"
ON0291,Bluetooth Earphone Limited,Electronics,Bluetooth Earphone,47641,69482,online,0.047,"bluetooth,earphone"
ON0292,Wireless Mouse Large,Electronics,Wireless Mouse,11450,229554,online,0.115,"wireless,mouse"
ON0293,Lightning Cable Large,Electronics,Lightning Cable,21670,232458,online,0.115,"lightning,cable"
ON0294,Mini Speaker,Electronics,Mini Speaker,13880,249365,online,0.027,"mini,speaker"
ON0295,Wireless Mouse V2,Electronics,Wireless Mouse,44515,183680,online,0.078,"wireless,mouse"
ON0296,Fan USB Mini Limited,Electronics,Fan USB Mini,41900,71538,online,0.015,"fan,usb,mini"
ON0297,Fan USB Mini Pro,Electronics,Fan USB Mini,23927,262726,online,0.131,"fan,usb,mini"
ON0298,Smart LED Bulb Set,Electronics,Smart LED Bulb,43028,199112,online,0.014,"smart,led,bulb"
ON0299,Bluetooth Earphone Large,Electronics,Bluetooth Earphone,23111,264946,online,0.066,"bluetooth,earphone"
ON0300,Bluetooth Earphone V2,Electronics,Bluetooth Earphone,11238,121732,online,0.171,"bluetooth,earphone"
ON0301,Ring Light V2,Electronics,Ring Light,45202,170762,online,0.147,"ring,light"
ON0302,Laptop Stand Large,Electronics,Laptop Stand,17346,224047,online,0.053,"laptop,stand"
ON0303,Smart LED Bulb V2,Electronics,Smart LED Bulb,31319,267037,online,0.024,"smart,led,bulb"
ON0304,Powerbank Set,Electronics,Powerbank,11506,69772,online,0.066,powerbank
ON0305,HDMI Cable Limited,Electronics,HDMI Cable,12328,217800,online,0.172,"hdmi,cable"
ON0306,Fan USB Mini V2,Electronics,Fan USB Mini,39756,102899,online,0.049,"fan,usb,mini"
ON0307,Phone Tripod Premium,Electronics,Phone Tripod,47214,196828,online,0.125,"phone,tripod"
ON0308,Ring Light Premium,Electronics,Ring Light,22466,79280,online,0.018,"ring,light"
ON0309,Mini Speaker Small,Electronics,Mini Speaker,21365,93965,online,0.088,"mini,speaker"
ON0310,Portable SSD Case Large,Electronics,Portable SSD Case,48308,80321,online,0.011,"portable,ssd,case"
ON0311,Mini Speaker Pro,Electronics,Mini Speaker,38513,218038,online,0.026,"mini,speaker"
ON0312,Ring Light Limited,Electronics,Ring Light,36665,256567,online,0.179,"ring,light"
ON0313,Smart LED Bulb Set,Electronics,Smart LED Bulb,47252,133630,online,0.192,"smart,led,bulb"
ON0314,Portable SSD Case V2,Electronics,Portable SSD Case,35420,80405,online,0.193,"portable,ssd,case"
ON0315,Portable SSD Case Large,Electronics,Portable SSD Case,16064,261487,online,0.092,"portable,ssd,case"
ON0316,Lightning Cable Set,Electronics,Lightning Cable,23561,264808,online,0.149,"lightning,cable"
ON0317,Fan USB Mini,Electronics,Fan USB Mini,36647,87179,online,0.125,"fan,usb,mini"
ON0318,Lightning Cable Small,Electronics,Lightning Cable,30318,209113,online,0.08,"lightning,cable"
ON0319,Portable SSD Case Pro,Electronics,Portable SSD Case,47424,94950,online,0.069,"portable,ssd,case"
ON0320,Bluetooth Earphone V2,Electronics,Bluetooth Earphone,45986,61325,online,0.067,"bluetooth,earphone"
ON0321,LED Desk Lamp Limited,Electronics,LED Desk Lamp,11950,188284,online,0.022,"led,desk,lamp"
ON0322,USB-C Charger Set,Electronics,USB-C Charger,15587,88672,online,0.182,"usb-c,charger"
ON0323,Mini Speaker Small,Electronics,Mini Speaker,12844,157461,online,0.193,"mini,speaker"
ON0324,Mini Speaker V2,Electronics,Mini Speaker,43975,60692,online,0.034,"mini,speaker"
ON0325,LED Desk Lamp Set,Electronics,LED Desk Lamp,45818,159718,online,0.062,"led,desk,lamp"
ON0326,Bluetooth Earphone Small,Electronics,Bluetooth Earphone,24088,274058,online,0.12,"bluetooth,earphone"
ON0327,Phone Tripod Small,Electronics,Phone Tripod,11267,60562,online,0.185,"phone,tripod"
ON0328,Phone Tripod V2,Electronics,Phone Tripod,13431,107066,online,0.064,"phone,tripod"
ON0329,Fan USB Mini,Electronics,Fan USB Mini,22933,153994,online,0.036,"fan,usb,mini"
ON0330,HDMI Cable Set,Electronics,HDMI Cable,33326,135598,online,0.071,"hdmi,cable"
ON0331,Mini Speaker Set,Electronics,Mini Speaker,49215,246483,online,0.019,"mini,speaker"
ON0332,HDMI Cable Large,Electronics,HDMI Cable,31377,103063,online,0.046,"hdmi,cable"
ON0333,Fan USB Mini Set,Electronics,Fan USB Mini,26381,155240,online,0.064,"fan,usb,mini"
ON0334,Mini Speaker Small,Electronics,Mini Speaker,31201,216418,online,0.104,"mini,speaker"
ON0335,Smart LED Bulb Set,Electronics,Smart LED Bulb,37812,225939,online,0.078,"smart,led,bulb"
ON0336,Wireless Mouse V2,Electronics,Wireless Mouse,13693,172395,online,0.127,"wireless,mouse"
ON0337,Lightning Cable Limited,Electronics,Lightning Cable,46339,88076,online,0.111,"lightning,cable"
ON0338,LED Desk Lamp V2,Electronics,LED Desk Lamp,14499,91337,online,0.065,"led,desk,lamp"
ON0339,Lightning Cable Large,Electronics,Lightning Cable,42363,141025,online,0.037,"lightning,cable"
ON0340,HDMI Cable Set,Electronics,HDMI Cable,14480,184822,online,0.161,"hdmi,cable"
ON0341,Laptop Stand Small,Electronics,Laptop Stand,33346,58600,online,0.093,"laptop,stand"
ON0342,HDMI Cable Limited,Electronics,HDMI Cable,13583,203733,online,0.094,"hdmi,cable"
ON0343,Fan USB Mini Large,Electronics,Fan USB Mini,43760,287313,online,0.18,"fan,usb,mini"
ON0344,USB-C Charger Small,Electronics,USB-C Charger,44276,91199,online,0.044,"usb-c,charger"
ON0345,HDMI Cable,Electronics,HDMI Cable,45864,92180,online,0.158,"hdmi,cable"
ON0346,Powerbank Set,Electronics,Powerbank,12369,158229,online,0.148,powerbank
ON0347,Powerbank V2,Electronics,Powerbank,34979,130410,online,0.045,powerbank
ON0348,USB-C Charger Large,Electronics,USB-C Charger,38122,286003,online,0.055,"usb-c,charger"
ON0349,Mini Speaker Premium,Electronics,Mini Speaker,27868,193061,online,0.175,"mini,speaker"
ON0350,Portable SSD Case Premium,Electronics,Portable SSD Case,11161,160610,online,0.149,"portable,ssd,case"
ON0351,Serum Retinol Set,BeautySkincare,Serum Retinol,20113,202797,online,0.178,"serum,retinol"
ON0352,Hand Cream V2,BeautySkincare,Hand Cream,44359,156834,online,0.096,"hand,cream"
ON0353,Serum Niacinamide Small,BeautySkincare,Serum Niacinamide,14290,184257,online,0.042,"serum,niacinamide"
ON0354,Shampoo Premium Limited,BeautySkincare,Shampoo Premium,22409,82267,online,0.108,"shampoo,premium"
ON0355,Shampoo Premium Premium,BeautySkincare,Shampoo Premium,29398,191921,online,0.02,"shampoo,premium"
ON0356,Face Wash V2,BeautySkincare,Face Wash,41724,128395,online,0.197,"face,wash"
ON0357,Moisturizer Gel Limited,BeautySkincare,Moisturizer Gel,41838,241886,online,0.193,"moisturizer,gel"
ON0358,Serum Retinol Limited,BeautySkincare,Serum Retinol,32981,169521,online,0.049,"serum,retinol"
ON0359,Lip Tint Set,BeautySkincare,Lip Tint,18738,116523,online,0.029,"lip,tint"
ON0360,Serum Niacinamide Limited,BeautySkincare,Serum Niacinamide,15422,142693,online,0.109,"serum,niacinamide"
ON0361,Sheet Mask Set,BeautySkincare,Sheet Mask,30776,224679,online,0.103,"sheet,mask"
ON0362,Clay Mask Premium,BeautySkincare,Clay Mask,46334,141433,online,0.181,"clay,mask"
ON0363,Moisturizer Gel Limited,BeautySkincare,Moisturizer Gel,36624,235208,online,0.147,"moisturizer,gel"
ON0364,Hand Cream V2,BeautySkincare,Hand Cream,44285,123324,online,0.069,"hand,cream"
ON0365,Hair Serum Set,BeautySkincare,Hair Serum,43377,175221,online,0.179,"hair,serum"
ON0366,Clay Mask V2,BeautySkincare,Clay Mask,32024,209942,online,0.082,"clay,mask"
ON0367,Sunscreen SPF 50 Set,BeautySkincare,Sunscreen SPF 50,25576,83663,online,0.156,"sunscreen,spf,50"
ON0368,Face Toner Set,BeautySkincare,Face Toner,47678,296649,online,0.176,"face,toner"
ON0369,Hand Cream Limited,BeautySkincare,Hand Cream,12467,142653,online,0.154,"hand,cream"
ON0370,Face Wash Set,BeautySkincare,Face Wash,14063,19832,online,0.096,"face,wash"
ON0371,Sunscreen SPF 50 Premium,BeautySkincare,Sunscreen SPF 50,36077,176492,online,0.036,"sunscreen,spf,50"
ON0372,Moisturizer Gel Pro,BeautySkincare,Moisturizer Gel,18830,196504,online,0.173,"moisturizer,gel"
ON0373,Hand Cream Large,BeautySkincare,Hand Cream,47187,70779,online,0.078,"hand,cream"
ON0374,Lip Tint Small,BeautySkincare,Lip Tint,49949,215991,online,0.082,"lip,tint"
ON0375,Face Wash Pro,BeautySkincare,Face Wash,23931,169629,online,0.026,"face,wash"
ON0376,Shampoo Premium Pro,BeautySkincare,Shampoo Premium,19196,223750,online,0.158,"shampoo,premium"
ON0377,Sunscreen SPF 50,BeautySkincare,Sunscreen SPF 50,16328,53467,online,0.052,"sunscreen,spf,50"
ON0378,Face Wash,BeautySkincare,Face Wash,25117,63823,online,0.082,"face,wash"
ON0379,Body Lotion Premium,BeautySkincare,Body Lotion,30990,148163,online,0.032,"body,lotion"
ON0380,Serum Niacinamide,BeautySkincare,Serum Niacinamide,45879,101760,online,0.043,"serum,niacinamide"
ON0381,Body Lotion Pro,BeautySkincare,Body Lotion,34452,132801,online,0.12,"body,lotion"
ON0382,Cleansing Balm V2,BeautySkincare,Cleansing Balm,27529,168355,online,0.023,"cleansing,balm"
ON0383,Hair Serum Limited,BeautySkincare,Hair Serum,29427,47474,online,0.048,"hair,serum"
ON0384,Hair Serum Pro,BeautySkincare,Hair Serum,37594,84397,online,0.075,"hair,serum"
ON0385,Cleansing Balm Large,BeautySkincare,Cleansing Balm,19151,68899,online,0.127,"cleansing,balm"
ON0386,Sunscreen SPF 50 Small,BeautySkincare,Sunscreen SPF 50,37093,159979,online,0.11,"sunscreen,spf,50"
ON0387,Shampoo Premium Set,BeautySkincare,Shampoo Premium,26674,257994,online,0.08,"shampoo,premium"
ON0388,Hand Cream Small,BeautySkincare,Hand Cream,13455,212822,online,0.158,"hand,cream"
ON0389,Lip Tint,BeautySkincare,Lip Tint,21455,236344,online,0.164,"lip,tint"
ON0390,Serum Niacinamide Large,BeautySkincare,Serum Niacinamide,11996,34669,online,0.167,"serum,niacinamide"
ON0391,Face Toner Small,BeautySkincare,Face Toner,39807,86835,online,0.028,"face,toner"
ON0392,Hand Cream Small,BeautySkincare,Hand Cream,45113,282760,online,0.106,"hand,cream"
ON0393,Serum Niacinamide Large,BeautySkincare,Serum Niacinamide,21237,202354,online,0.031,"serum,niacinamide"
ON0394,Body Lotion Small,BeautySkincare,Body Lotion,22956,158092,online,0.045,"body,lotion"
ON0395,Serum Niacinamide Premium,BeautySkincare,Serum Niacinamide,41155,213275,online,0.08,"serum,niacinamide"
ON0396,Hair Serum Small,BeautySkincare,Hair Serum,16130,194646,online,0.117,"hair,serum"
ON0397,Cleansing Balm Limited,BeautySkincare,Cleansing Balm,34027,127120,online,0.126,"cleansing,balm"
ON0398,Serum Niacinamide,BeautySkincare,Serum Niacinamide,43276,286907,online,0.063,"serum,niacinamide"
ON0399,Sheet Mask V2,BeautySkincare,Sheet Mask,27497,41641,online,0.179,"sheet,mask"
ON0400,Hand Cream Set,BeautySkincare,Hand Cream,35033,231963,online,0.013,"hand,cream"
ON0401,Lip Tint Small,BeautySkincare,Lip Tint,39603,112844,online,0.115,"lip,tint"
ON0402,Shampoo Premium Large,BeautySkincare,Shampoo Premium,12027,124406,online,0.145,"shampoo,premium"
ON0403,Moisturizer Gel V2,BeautySkincare,Moisturizer Gel,10606,140530,online,0.152,"moisturizer,gel"
ON0404,Face Wash Large,BeautySkincare,Face Wash,37572,208193,online,0.154,"face,wash"
ON0405,Clay Mask Set,BeautySkincare,Clay Mask,41106,186001,online,0.193,"clay,mask"
ON0406,Hair Serum Set,BeautySkincare,Hair Serum,34428,227026,online,0.126,"hair,serum"
ON0407,Sheet Mask Set,BeautySkincare,Sheet Mask,45725,134333,online,0.109,"sheet,mask"
ON0408,Shampoo Premium Limited,BeautySkincare,Shampoo Premium,22897,225081,online,0.117,"shampoo,premium"
ON0409,Clay Mask,BeautySkincare,Clay Mask,22136,271610,online,0.139,"clay,mask"
ON0410,Lip Tint Premium,BeautySkincare,Lip Tint,41254,232151,online,0.062,"lip,tint"
ON0411,Shampoo Premium Premium,BeautySkincare,Shampoo Premium,29566,119040,online,0.157,"shampoo,premium"
ON0412,Serum Retinol Pro,BeautySkincare,Serum Retinol,20391,225530,online,0.112,"serum,retinol"
ON0413,Shampoo Premium Set,BeautySkincare,Shampoo Premium,10296,139895,online,0.059,"shampoo,premium"
ON0414,Serum Retinol Set,BeautySkincare,Serum Retinol,19488,252131,online,0.088,"serum,retinol"
ON0415,Serum Niacinamide,BeautySkincare,Serum Niacinamide,49974,164030,online,0.136,"serum,niacinamide"
ON0416,Sheet Mask Pro,BeautySkincare,Sheet Mask,20655,197086,online,0.036,"sheet,mask"
ON0417,Face Toner Pro,BeautySkincare,Face Toner,41128,67914,online,0.142,"face,toner"
ON0418,Hair Serum,BeautySkincare,Hair Serum,10164,139161,online,0.128,"hair,serum"
ON0419,Face Wash Premium,BeautySkincare,Face Wash,48269,170301,online,0.124,"face,wash"
ON0420,Body Lotion Set,BeautySkincare,Body Lotion,25734,116758,online,0.023,"body,lotion"
ON0421,Sunscreen SPF 50 Limited,BeautySkincare,Sunscreen SPF 50,36849,235414,online,0.054,"sunscreen,spf,50"
ON0422,Body Lotion Large,BeautySkincare,Body Lotion,16654,119300,online,0.105,"body,lotion"
ON0423,Sunscreen SPF 50 Pro,BeautySkincare,Sunscreen SPF 50,49419,236848,online,0.195,"sunscreen,spf,50"
ON0424,Sunscreen SPF 50 Small,BeautySkincare,Sunscreen SPF 50,30832,58280,online,0.035,"sunscreen,spf,50"
ON0425,Hand Cream Premium,BeautySkincare,Hand Cream,29704,72591,online,0.183,"hand,cream"
ON0426,Clay Mask Limited,BeautySkincare,Clay Mask,15173,148540,online,0.029,"clay,mask"
ON0427,Hand Cream Small,BeautySkincare,Hand Cream,40879,144255,online,0.024,"hand,cream"
ON0428,Face Toner Pro,BeautySkincare,Face Toner,32758,143410,online,0.023,"face,toner"
ON0429,Face Toner Limited,BeautySkincare,Face Toner,40183,172600,online,0.178,"face,toner"
ON0430,Hand Cream V2,BeautySkincare,Hand Cream,24446,141297,online,0.17,"hand,cream"
ON0431,Hair Serum Set,BeautySkincare,Hair Serum,38572,168919,online,0.024,"hair,serum"
ON0432,Cleansing Balm V2,BeautySkincare,Cleansing Balm,29091,91647,online,0.034,"cleansing,balm"
ON0433,Face Wash V2,BeautySkincare,Face Wash,44030,179028,online,0.067,"face,wash"
ON0434,Serum Niacinamide V2,BeautySkincare,Serum Niacinamide,44805,209032,online,0.108,"serum,niacinamide"
ON0435,Face Wash Premium,BeautySkincare,Face Wash,31858,135764,online,0.023,"face,wash"
ON0436,Clay Mask Pro,BeautySkincare,Clay Mask,12426,30774,online,0.015,"clay,mask"
ON0437,Hand Cream Premium,BeautySkincare,Hand Cream,30245,99270,online,0.048,"hand,cream"
ON0438,Shampoo Premium Premium,BeautySkincare,Shampoo Premium,19589,184045,online,0.185,"shampoo,premium"
ON0439,Serum Niacinamide Small,BeautySkincare,Serum Niacinamide,40339,211216,online,0.026,"serum,niacinamide"
ON0440,Lip Tint Premium,BeautySkincare,Lip Tint,17743,265229,online,0.08,"lip,tint"
ON0441,Moisturizer Gel Premium,BeautySkincare,Moisturizer Gel,14953,81127,online,0.181,"moisturizer,gel"
ON0442,Serum Niacinamide Set,BeautySkincare,Serum Niacinamide,21181,222650,online,0.011,"serum,niacinamide"
ON0443,Shampoo Premium Premium,BeautySkincare,Shampoo Premium,22600,109841,online,0.024,"shampoo,premium"
ON0444,Face Wash Premium,BeautySkincare,Face Wash,17052,78451,online,0.137,"face,wash"
ON0445,Lip Tint Limited,BeautySkincare,Lip Tint,40359,205957,online,0.093,"lip,tint"
ON0446,Face Toner Premium,BeautySkincare,Face Toner,29391,64360,online,0.169,"face,toner"
ON0447,Clay Mask Small,BeautySkincare,Clay Mask,28631,53309,online,0.037,"clay,mask"
ON0448,Shampoo Premium,BeautySkincare,Shampoo Premium,37712,141119,online,0.141,"shampoo,premium"
ON0449,Cleansing Balm Large,BeautySkincare,Cleansing Balm,38500,118887,online,0.081,"cleansing,balm"
ON0450,Clay Mask Set,BeautySkincare,Clay Mask,48394,107341,online,0.157,"clay,mask"
ON0451,Moisturizer Gel V2,BeautySkincare,Moisturizer Gel,26969,133238,online,0.155,"moisturizer,gel"
ON0452,Lip Tint,BeautySkincare,Lip Tint,35647,266947,online,0.081,"lip,tint"
ON0453,Clay Mask Pro,BeautySkincare,Clay Mask,26942,135977,online,0.16,"clay,mask"
ON0454,Sheet Mask Large,BeautySkincare,Sheet Mask,26118,61789,online,0.173,"sheet,mask"
ON0455,Shampoo Premium,BeautySkincare,Shampoo Premium,19083,164068,online,0.057,"shampoo,premium"
ON0456,Face Wash Set,BeautySkincare,Face Wash,48720,113418,online,0.102,"face,wash"
ON0457,Sunscreen SPF 50 V2,BeautySkincare,Sunscreen SPF 50,28249,92333,online,0.181,"sunscreen,spf,50"
ON0458,Face Wash Set,BeautySkincare,Face Wash,41008,257295,online,0.121,"face,wash"
ON0459,Body Lotion Premium,BeautySkincare,Body Lotion,27475,194230,online,0.17,"body,lotion"
ON0460,Serum Retinol Small,BeautySkincare,Serum Retinol,44472,205598,online,0.055,"serum,retinol"
ON0461,Clay Mask Large,BeautySkincare,Clay Mask,25082,90356,online,0.147,"clay,mask"
ON0462,Serum Retinol V2,BeautySkincare,Serum Retinol,10818,164695,online,0.163,"serum,retinol"
ON0463,Sheet Mask V2,BeautySkincare,Sheet Mask,31443,272515,online,0.036,"sheet,mask"
ON0464,Hand Cream Pro,BeautySkincare,Hand Cream,45690,63733,online,0.146,"hand,cream"
ON0465,Lip Tint Small,BeautySkincare,Lip Tint,31196,220646,online,0.01,"lip,tint"
ON0466,Sunscreen SPF 50 Pro,BeautySkincare,Sunscreen SPF 50,34574,96517,online,0.104,"sunscreen,spf,50"
ON0467,Clay Mask Pro,BeautySkincare,Clay Mask,19436,61799,online,0.058,"clay,mask"
ON0468,Serum Retinol Limited,BeautySkincare,Serum Retinol,41648,230566,online,0.195,"serum,retinol"
ON0469,Sheet Mask Set,BeautySkincare,Sheet Mask,20828,195037,online,0.057,"sheet,mask"
ON0470,Shampoo Premium Small,BeautySkincare,Shampoo Premium,41089,205558,online,0.155,"shampoo,premium"
ON0471,Serum Niacinamide,BeautySkincare,Serum Niacinamide,24263,249709,online,0.12,"serum,niacinamide"
ON0472,Face Wash Set,BeautySkincare,Face Wash,11911,57329,online,0.094,"face,wash"
ON0473,Body Lotion Pro,BeautySkincare,Body Lotion,18608,170663,online,0.142,"body,lotion"
ON0474,Sheet Mask Set,BeautySkincare,Sheet Mask,36947,228383,online,0.158,"sheet,mask"
ON0475,Cleansing Balm Large,BeautySkincare,Cleansing Balm,26118,102076,online,0.131,"cleansing,balm"
ON0476,Hair Serum Premium,BeautySkincare,Hair Serum,10628,99776,online,0.111,"hair,serum"
ON0477,Serum Retinol,BeautySkincare,Serum Retinol,40991,272791,online,0.058,"serum,retinol"
ON0478,Serum Niacinamide Premium,BeautySkincare,Serum Niacinamide,15661,188648,online,0.043,"serum,niacinamide"
ON0479,Body Lotion Limited,BeautySkincare,Body Lotion,20573,244082,online,0.177,"body,lotion"
ON0480,Sunscreen SPF 50 Large,BeautySkincare,Sunscreen SPF 50,45005,144908,online,0.021,"sunscreen,spf,50"
ON0481,Hand Cream Pro,BeautySkincare,Hand Cream,10757,227772,online,0.172,"hand,cream"
ON0482,Hair Serum Large,BeautySkincare,Hair Serum,34340,256894,online,0.012,"hair,serum"
ON0483,Cleansing Balm Small,BeautySkincare,Cleansing Balm,29003,68264,online,0.022,"cleansing,balm"
ON0484,Cleansing Balm Set,BeautySkincare,Cleansing Balm,23943,184571,online,0.036,"cleansing,balm"
ON0485,Face Toner Limited,BeautySkincare,Face Toner,46289,267505,online,0.186,"face,toner"
ON0486,Hand Cream Set,BeautySkincare,Hand Cream,12862,130384,online,0.032,"hand,cream"
ON0487,Body Lotion V2,BeautySkincare,Body Lotion,10633,73586,online,0.139,"body,lotion"
ON0488,Cleansing Balm Small,BeautySkincare,Cleansing Balm,16224,219364,online,0.063,"cleansing,balm"
ON0489,Sunscreen SPF 50 Large,BeautySkincare,Sunscreen SPF 50,48760,120220,online,0.163,"sunscreen,spf,50"
ON0490,Body Lotion Pro,BeautySkincare,Body Lotion,20614,232538,online,0.125,"body,lotion"
ON0491,Face Toner,BeautySkincare,Face Toner,40380,70111,online,0.183,"face,toner"
ON0492,Face Toner V2,BeautySkincare,Face Toner,16221,28438,online,0.19,"face,toner"
ON0493,Hair Serum Pro,BeautySkincare,Hair Serum,44410,136728,online,0.092,"hair,serum"
ON0494,Moisturizer Gel,BeautySkincare,Moisturizer Gel,18816,235221,online,0.052,"moisturizer,gel"
ON0495,Hand Cream Large,BeautySkincare,Hand Cream,11520,151388,online,0.177,"hand,cream"
ON0496,Hand Cream Large,BeautySkincare,Hand Cream,23390,87621,online,0.035,"hand,cream"
ON0497,Lip Tint Small,BeautySkincare,Lip Tint,26190,193962,online,0.18,"lip,tint"
ON0498,Serum Retinol Pro,BeautySkincare,Serum Retinol,13315,27449,online,0.051,"serum,retinol"
ON0499,Face Wash Premium,BeautySkincare,Face Wash,49755,131503,online,0.198,"face,wash"
ON0500,Hair Serum Large,BeautySkincare,Hair Serum,27400,76558,online,0.166,"hair,serum"
ON0501,Face Wash Limited,BeautySkincare,Face Wash,41511,102379,online,0.113,"face,wash"
ON0502,Serum Retinol,BeautySkincare,Serum Retinol,41589,229182,online,0.08,"serum,retinol"
ON0503,Clay Mask Limited,BeautySkincare,Clay Mask,17102,231580,online,0.162,"clay,mask"
ON0504,Sunscreen SPF 50,BeautySkincare,Sunscreen SPF 50,36850,239295,online,0.045,"sunscreen,spf,50"
ON0505,Face Toner Small,BeautySkincare,Face Toner,48012,93949,online,0.033,"face,toner"
ON0506,Moisturizer Gel Limited,BeautySkincare,Moisturizer Gel,48811,239721,online,0.066,"moisturizer,gel"
ON0507,Serum Retinol Premium,BeautySkincare,Serum Retinol,47508,140710,online,0.096,"serum,retinol"
ON0508,Face Toner Pro,BeautySkincare,Face Toner,30955,243211,online,0.163,"face,toner"
ON0509,Moisturizer Gel Premium,BeautySkincare,Moisturizer Gel,47299,227980,online,0.169,"moisturizer,gel"
ON0510,Sunscreen SPF 50 V2,BeautySkincare,Sunscreen SPF 50,23535,141201,online,0.111,"sunscreen,spf,50"
ON0511,Serum Retinol V2,BeautySkincare,Serum Retinol,18558,212440,online,0.037,"serum,retinol"
ON0512,Cleansing Balm V2,BeautySkincare,Cleansing Balm,14387,140880,online,0.014,"cleansing,balm"
ON0513,Serum Niacinamide Small,BeautySkincare,Serum Niacinamide,18125,128993,online,0.021,"serum,niacinamide"
ON0514,Hand Cream Pro,BeautySkincare,Hand Cream,14473,82372,online,0.106,"hand,cream"
ON0515,Moisturizer Gel V2,BeautySkincare,Moisturizer Gel,18630,171459,online,0.146,"moisturizer,gel"
ON0516,Clay Mask Limited,BeautySkincare,Clay Mask,23752,63703,online,0.052,"clay,mask"
ON0517,Body Lotion Small,BeautySkincare,Body Lotion,37005,175644,online,0.158,"body,lotion"
ON0518,Clay Mask Large,BeautySkincare,Clay Mask,11202,62270,online,0.028,"clay,mask"
ON0519,Face Toner Large,BeautySkincare,Face Toner,15324,40454,online,0.02,"face,toner"
