persona_id,date,amount,merchant,category,payment_method,bank,tx_type,description,balance_after,transaction_id
P180,2025-04-17 15:04:00,66808,Kidz Station / Indomaret,Entertainment,Transfer,Mandiri,debit,Transaksi di Kidz Station / Indomaret,52532445,TX006542
P135,2025-04-17 15:32:00,47203,Superindo,Groceries,Cash,,debit,Transaksi di Superindo,27071788,TX006543
P153,2025-04-17 15:34:00,81253,Indomaret,Groceries,QRIS,BNI,debit,Transaksi di Indomaret,13433702,TX006544
P170,2025-04-17 15:35:00,132522,Netflix,Entertainment,Transfer,BCA,debit,Transaksi di Netflix,12154698,TX006545
P184,2025-04-17 15:41:00,128219,Pasar Ikan Modern,Groceries,Debit,BCA,debit,Transaksi di Pasar Ikan Modern,2724501,TX006546
P004,2025-04-17 16:12:00,105533,Agen Cleo,Beverages,Cash,,debit,Transaksi di Agen Cleo,1249846,TX006547
P162,2025-04-17 16:27:00,489816,PSSI / KitaGaruda,Entertainment,Transfer,BNI,debit,Transaksi di PSSI / KitaGaruda,1016124,TX006548
P136,2025-04-17 16:51:00,118573,Mie Gacoan,Dining Out,Cash,,debit,Transaksi di Mie Gacoan,1258120,TX006549
P060,2025-04-17 17:20:00,170590,Mayora,Snacks,Cash,,debit,Transaksi di Mayora,6704813,TX006550
P036,2025-04-17 17:54:00,71733,Modern Retail,Beverages,Debit,BNI,debit,Transaksi di Modern Retail,4294228,TX006551
P141,2025-04-17 18:10:00,3891009,Adidas Store,Fashion,QRIS,BCA,debit,Transaksi di Adidas Store,8335121,TX006552
P026,2025-04-17 18:17:00,354515,Ranch Market,Groceries,Cash,,debit,Transaksi di Ranch Market,5239030,TX006553
P101,2025-04-17 18:32:00,94157,Warung Kelontong,Groceries,Cash,,debit,Transaksi di Warung Kelontong,23228591,TX006554
P046,2025-04-17 18:59:00,18637,Alfamart,Groceries,Cash,,debit,Transaksi di Alfamart,3077801,TX006555
P151,2025-04-17 19:06:00,47790,Garena / Shopee,Entertainment,Transfer,Mandiri,debit,Transaksi di Garena / Shopee,24515485,TX006556
P135,2025-04-17 19:33:00,211578,Modern Retail,Baby Care,Debit,BNI,debit,Transaksi di Modern Retail,26860210,TX006557
P067,2025-04-17 19:53:00,47137,Orang Tua,Snacks,Debit,BCA,debit,Transaksi di Orang Tua,11450148,TX006558
P141,2025-04-17 19:56:00,93572,Pasar Tradisional,Groceries,QRIS,BCA,debit,Transaksi di Pasar Tradisional,8241549,TX006559
P134,2025-04-17 21:11:00,144268,Lotte Mart,Groceries,QRIS,BRI,debit,Transaksi di Lotte Mart,22087974,TX006560
P124,2025-04-17 21:20:00,189864,Shihlin Taiwan Snacks,Dining Out,Debit,Mandiri,debit,Transaksi di Shihlin Taiwan Snacks,11995486,TX006561
P106,2025-04-17 21:52:00,31256,Warung Kelontong,Groceries,Debit,BRI,debit,Transaksi di Warung Kelontong,29081,TX006562
P136,2025-04-17 21:58:00,2075,Modern Retail,Beverages,Debit,BNI,debit,Transaksi di Modern Retail,1256045,TX006563
P029,2025-04-17 22:00:00,14856,Alfamart,Groceries,Cash,,debit,Transaksi di Alfamart,552095,TX006564
P171,2025-04-17 22:16:00,3261370,Levi's Store,Fashion,QRIS,BRI,debit,Transaksi di Levi's Store,239679,TX006565
P153,2025-04-17 22:23:00,236328,Taman Safari,Entertainment,Transfer,BNI,debit,Transaksi di Taman Safari,13197374,TX006566
P191,2025-04-17 22:24:00,8058433,Nike Store,Fashion,Debit,BRI,debit,Transaksi di Nike Store,106128276,TX006567
P154,2025-04-18 08:07:00,118428,Fore Coffee,Dining Out,QRIS,BCA,debit,Transaksi di Fore Coffee,21795423,TX006568
P103,2025-04-18 08:13:00,55058,Delfi,Snacks,Debit,Mandiri,debit,Transaksi di Delfi,12619224,TX006569
P012,2025-04-18 08:24:00,11660,Modern Retail,Beverages,Cash,,debit,Transaksi di Modern Retail,5301568,TX006570
P110,2025-04-18 08:31:00,105896,Google Play,Entertainment,Transfer,BNI,debit,Transaksi di Google Play,332532,TX006571
P182,2025-04-18 08:41:00,1046634,Elzatta,Fashion,QRIS,BRI,debit,Transaksi di Elzatta,43217265,TX006572
P162,2025-04-18 08:41:00,223187,KFC,Dining Out,Cash,,debit,Transaksi di KFC,792937,TX006573
P028,2025-04-18 08:44:00,79863,Glico,Snacks,Debit,BCA,debit,Transaksi di Glico,7557080,TX006574
P070,2025-04-18 08:46:00,73650,Grosir Sembako,Beverages,Debit,BCA,debit,Transaksi di Grosir Sembako,6673745,TX006575
P171,2025-04-18 08:54:00,88816,Mayora,Snacks,QRIS,Mandiri,debit,Transaksi di Mayora,150863,TX006576
P060,2025-04-18 08:57:00,62562,Modern Retail,Beverages,Debit,BNI,debit,Transaksi di Modern Retail,6642251,TX006577
P013,2025-04-18 09:19:00,29994,Pasar Tradisional,Groceries,Cash,,debit,Transaksi di Pasar Tradisional,7807935,TX006578
P199,2025-04-18 09:21:00,2947,Alfamart/Indomaret,Beverages,Debit,BNI,debit,Transaksi di Alfamart/Indomaret,54164801,TX006579
P166,2025-04-18 09:46:00,122459,Alfamart,Groceries,Cash,,debit,Transaksi di Alfamart,22846558,TX006580
P142,2025-04-18 10:17:00,53868,Indomaret,Groceries,Cash,,debit,Transaksi di Indomaret,24074274,TX006581
P162,2025-04-18 10:58:00,38994,Alfamart,Groceries,Debit,Mandiri,debit,Transaksi di Alfamart,753943,TX006582
P186,2025-04-18 11:11:00,95075,Superindo,Groceries,Cash,,debit,Transaksi di Superindo,10515407,TX006583
P110,2025-04-18 11:48:00,138999,Delfi,Snacks,Cash,,debit,Transaksi di Delfi,193533,TX006584
P056,2025-04-18 11:58:00,30462,Mie Gacoan,Dining Out,Debit,Mandiri,debit,Transaksi di Mie Gacoan,614989,TX006585
P117,2025-04-18 12:07:00,39974,Alfamart/Indomaret,Beverages,Cash,,debit,Transaksi di Alfamart/Indomaret,6996398,TX006586
P172,2025-04-18 12:15:00,83229,Vidio.com,Entertainment,Transfer,BNI,debit,Transaksi di Vidio.com,74990139,TX006587
P069,2025-04-18 12:17:00,37784,Modern Retail,Beverages,Debit,Mandiri,debit,Transaksi di Modern Retail,2307174,TX006588
P101,2025-04-18 12:20:00,35921,Modern Retail,Beverages,Debit,BRI,debit,Transaksi di Modern Retail,23192670,TX006589
P198,2025-04-18 12:22:00,126087,Bebek Goreng H. Slamet,Dining Out,Debit,Mandiri,debit,Transaksi di Bebek Goreng H. Slamet,21380927,TX006590
P008,2025-04-18 12:40:00,52761,Indomaret,Groceries,Cash,,debit,Transaksi di Indomaret,1226277,TX006591
P030,2025-04-18 12:50:00,308534,Modern Retail,Baby Care,Debit,BNI,debit,Transaksi di Modern Retail,344977,TX006592
P121,2025-04-18 13:13:00,134290,Imperial Kitchen & Dimsum,Dining Out,Debit,BCA,debit,Transaksi di Imperial Kitchen & Dimsum,809630,TX006593
P067,2025-04-18 13:28:00,21765,Grosir Sembako,Beverages,Debit,BNI,debit,Transaksi di Grosir Sembako,11428383,TX006594
P171,2025-04-18 13:55:00,64584,Tukang Sayur Keliling,Groceries,Cash,,debit,Transaksi di Tukang Sayur Keliling,86279,TX006595
P016,2025-04-18 14:27:00,58877,Superindo,Groceries,QRIS,BNI,debit,Transaksi di Superindo,138625,TX006596
P162,2025-04-18 14:28:00,8016,Spotify,Entertainment,Transfer,BCA,debit,Transaksi di Spotify,745927,TX006597
P114,2025-04-18 14:30:00,4457932,Tiket.com,Entertainment,Transfer,BCA,debit,Transaksi di Tiket.com,539170,TX006598
P084,2025-04-18 14:33:00,49992,Circle K,Dining Out,Debit,BRI,debit,Transaksi di Circle K,5056316,TX006599
P118,2025-04-18 14:37:00,28766,Point Coffee,Dining Out,QRIS,BRI,debit,Transaksi di Point Coffee,8741137,TX006600
P030,2025-04-18 14:46:00,182808,Total Buah Segar,Groceries,Debit,BRI,debit,Transaksi di Total Buah Segar,162169,TX006601
P142,2025-04-18 15:34:00,6586,Lawson,Dining Out,Debit,Mandiri,debit,Transaksi di Lawson,24067688,TX006602
P144,2025-04-18 15:47:00,400887,Modern Retail,Baby Care,Cash,,debit,Transaksi di Modern Retail,7769744,TX006603
P074,2025-04-18 15:48:00,3954136,Adidas Store,Fashion,Debit,BNI,debit,Transaksi di Adidas Store,4853547,TX006604
P186,2025-04-18 15:54:00,17878,Modern Retail,Snacks,Cash,,debit,Transaksi di Modern Retail,10497529,TX006605
P108,2025-04-18 15:56:00,172698,Starbucks,Dining Out,Debit,BRI,debit,Transaksi di Starbucks,13698084,TX006606
P122,2025-04-18 16:23:00,235823,Sate Madura Gerobak,Dining Out,Cash,,debit,Transaksi di Sate Madura Gerobak,38002012,TX006607
P084,2025-04-18 17:21:00,108729,Pizza Hut,Dining Out,Cash,,debit,Transaksi di Pizza Hut,4947587,TX006608
P139,2025-04-18 17:39:00,85034,Inul Vizta,Entertainment,Transfer,BNI,debit,Transaksi di Inul Vizta,21720366,TX006609
P016,2025-04-18 18:12:00,113625,Wings Food,Snacks,QRIS,BNI,debit,Transaksi di Wings Food,25000,TX006610
P104,2025-04-18 18:13:00,124206,Pizza Hut,Dining Out,Debit,BCA,debit,Transaksi di Pizza Hut,3373874,TX006611
P129,2025-04-18 18:20:00,183874,Indomaret,Groceries,Cash,,debit,Transaksi di Indomaret,9918123,TX006612
P181,2025-04-18 18:38:00,199910,Prima Freshmart,Groceries,Debit,BRI,debit,Transaksi di Prima Freshmart,38473694,TX006613
P049,2025-04-18 18:45:00,119069,Warung Kelontong,Groceries,QRIS,BNI,debit,Transaksi di Warung Kelontong,7340236,TX006614
P096,2025-04-18 18:48:00,103962,Google Play,Entertainment,Transfer,Mandiri,debit,Transaksi di Google Play,3051096,TX006615
P183,2025-04-18 18:49:00,97289,GarudaFood,Snacks,Cash,,debit,Transaksi di GarudaFood,67514260,TX006616
P067,2025-04-18 18:56:00,161021,Mie Gacoan,Dining Out,Cash,,debit,Transaksi di Mie Gacoan,11267362,TX006617
P028,2025-04-18 19:04:00,43466,GarudaFood,Snacks,Cash,,debit,Transaksi di GarudaFood,7513614,TX006618
P076,2025-04-18 19:09:00,81150,Roti'O,Dining Out,QRIS,BCA,debit,Transaksi di Roti'O,2034325,TX006619
P154,2025-04-18 19:49:00,80346,Alfamidi,Groceries,QRIS,BRI,debit,Transaksi di Alfamidi,21715077,TX006620
P180,2025-04-18 20:05:00,51349,GarudaFood,Snacks,Cash,,debit,Transaksi di GarudaFood,52481096,TX006621
P088,2025-04-18 20:25:00,87729,Arnotts,Snacks,Cash,,debit,Transaksi di Arnotts,851227,TX006622
P134,2025-04-18 20:26:00,33360,Alfamart/Indomaret,Beverages,Debit,BCA,debit,Transaksi di Alfamart/Indomaret,22054614,TX006623
P189,2025-04-18 20:29:00,288534,Cinema XXI,Entertainment,Transfer,BNI,debit,Transaksi di Cinema XXI,68476731,TX006624
P159,2025-04-18 20:51:00,279518,Superindo,Groceries,Debit,BNI,debit,Transaksi di Superindo,19168540,TX006625
P030,2025-04-18 21:01:00,52231,Delfi,Snacks,Cash,,debit,Transaksi di Delfi,109938,TX006626
P012,2025-04-18 21:21:00,115376,Modern Retail,Beverages,Cash,,debit,Transaksi di Modern Retail,5186192,TX006627
P036,2025-04-18 21:36:00,10209,Indomaret,Groceries,QRIS,BNI,debit,Transaksi di Indomaret,4284019,TX006628
P009,2025-04-18 21:50:00,15832,Alfamart/Indomaret,Beverages,Debit,BNI,debit,Transaksi di Alfamart/Indomaret,2718676,TX006629
P110,2025-04-18 22:14:00,77517,Indomaret,Groceries,Cash,,debit,Transaksi di Indomaret,116016,TX006630
P139,2025-04-18 22:15:00,1081777,Telkomsel,Billing & Utilities,QRIS,BNI,debit,Transaksi di Telkomsel,20638589,TX006631
P115,2025-04-18 22:26:00,247638,Starbucks,Dining Out,Cash,,debit,Transaksi di Starbucks,1457616,TX006632
P067,2025-04-18 22:43:00,153485,In-Game Purchase,Entertainment,Transfer,BRI,debit,Transaksi di In-Game Purchase,11113877,TX006633
P037,2025-04-19 08:32:00,251466,Starbucks,Dining Out,QRIS,BRI,debit,Transaksi di Starbucks,1083503,TX006634
P194,2025-04-19 08:59:00,16618,Modern Retail,Baby Care,Debit,BRI,debit,Transaksi di Modern Retail,45244768,TX006635
P082,2025-04-19 09:00:00,88050,Pasar Tradisional,Groceries,Cash,,debit,Transaksi di Pasar Tradisional,467817,TX006636
P107,2025-04-19 09:12:00,39078,McDonald's,Dining Out,Cash,,debit,Transaksi di McDonald's,6637928,TX006637
P015,2025-04-19 09:19:00,10510,Indomaret,Groceries,Cash,,debit,Transaksi di Indomaret,4279258,TX006638
P160,2025-04-19 10:27:00,5337906,Kencana Ungu,Fashion,QRIS,Mandiri,debit,Transaksi di Kencana Ungu,29189698,TX006639
P038,2025-04-19 11:10:00,61799,Modern Retail,Beverages,Debit,BCA,debit,Transaksi di Modern Retail,89220,TX006640
P172,2025-04-19 12:28:00,501117,Guardian,Personal Care,QRIS,Mandiri,debit,Transaksi di Guardian,74489022,TX006641
P009,2025-04-19 12:44:00,46926,Pasar Tradisional,Groceries,QRIS,BCA,debit,Transaksi di Pasar Tradisional,2671750,TX006642
P179,2025-04-19 12:57:00,121269,Superindo,Groceries,QRIS,BRI,debit,Transaksi di Superindo,60019616,TX006643
P110,2025-04-19 13:03:00,26169,Glico,Snacks,Debit,BCA,debit,Transaksi di Glico,89847,TX006644
P134,2025-04-19 13:06:00,821044,Microsoft Store,Entertainment,Transfer,BNI,debit,Transaksi di Microsoft Store,21233570,TX006645
P164,2025-04-19 13:55:00,32486,Alfamart/Indomaret,Beverages,Debit,BNI,debit,Transaksi di Alfamart/Indomaret,33980876,TX006646
P079,2025-04-19 13:56:00,88943,Regal,Snacks,QRIS,BNI,debit,Transaksi di Regal,2512472,TX006647
P104,2025-04-19 14:28:00,399314,McDonald's,Dining Out,QRIS,BRI,debit,Transaksi di McDonald's,2974560,TX006648
P194,2025-04-19 14:35:00,2005001,My Vilova,Fashion,QRIS,BRI,debit,Transaksi di My Vilova,43239767,TX006649
P144,2025-04-19 14:38:00,8564,Orang Tua,Snacks,QRIS,BNI,debit,Transaksi di Orang Tua,7761180,TX006650
P112,2025-04-19 14:38:00,120446,Indomaret,Groceries,Cash,,debit,Transaksi di Indomaret,39592,TX006651
P074,2025-04-19 14:51:00,29925,Wings Food,Snacks,Debit,BCA,debit,Transaksi di Wings Food,4823622,TX006652
P049,2025-04-19 15:52:00,189866,Mixue,Dining Out,Debit,Mandiri,debit,Transaksi di Mixue,7150370,TX006653
P187,2025-04-19 15:57:00,105068,Auto360,Entertainment,Transfer,BCA,debit,Transaksi di Auto360,3844073,TX006654
P026,2025-04-19 16:00:00,91703,Delfi,Snacks,QRIS,BRI,debit,Transaksi di Delfi,5147327,TX006655
P200,2025-04-19 16:35:00,3913609,Adidas Store,Fashion,Debit,Mandiri,debit,Transaksi di Adidas Store,44621598,TX006656
P159,2025-04-19 16:56:00,344338,Fish Streat Store,Groceries,Cash,,debit,Transaksi di Fish Streat Store,18824202,TX006657
P058,2025-04-19 17:11:00,171475,Cafe Lokal / Coffee Shop,Dining Out,Cash,,debit,Transaksi di Cafe Lokal / Coffee Shop,246185,TX006658
P008,2025-04-19 17:25:00,32424,Otsuka,Snacks,Debit,BRI,debit,Transaksi di Otsuka,1193853,TX006659
P200,2025-04-19 17:47:00,483002,Elzatta,Fashion,QRIS,BRI,debit,Transaksi di Elzatta,44138596,TX006660
P164,2025-04-19 17:47:00,61899,Toko Kelontong,Personal Care,Cash,,debit,Transaksi di Toko Kelontong,33918977,TX006661
P121,2025-04-19 17:55:00,54189,Tukang Sayur Keliling,Groceries,Cash,,debit,Transaksi di Tukang Sayur Keliling,755441,TX006662
P013,2025-04-19 18:09:00,87679,Mondelez,Snacks,Cash,,debit,Transaksi di Mondelez,7720256,TX006663
P140,2025-04-19 18:37:00,11462316,Levi's Store,Fashion,Cash,,debit,Transaksi di Levi's Store,14872756,TX006664
P111,2025-04-19 18:38:00,47556,Pasar Tradisional,Groceries,QRIS,BCA,debit,Transaksi di Pasar Tradisional,8808970,TX006665
P125,2025-04-19 19:31:00,18483,Modern Retail,Beverages,QRIS,BRI,debit,Transaksi di Modern Retail,32030033,TX006666
P110,2025-04-19 20:02:00,13838,Mayora,Snacks,Debit,BCA,debit,Transaksi di Mayora,76009,TX006667
P138,2025-04-19 20:36:00,116740,Spotify,Entertainment,Transfer,Mandiri,debit,Transaksi di Spotify,26815628,TX006668
P185,2025-04-19 21:04:00,20440,Modern Retail,Beverages,Cash,,debit,Transaksi di Modern Retail,25874797,TX006669
P118,2025-04-19 22:15:00,95744,Bakso Boedjangan,Dining Out,Debit,BCA,debit,Transaksi di Bakso Boedjangan,8645393,TX006670
P059,2025-04-19 22:33:00,174963,Chatime,Dining Out,QRIS,Mandiri,debit,Transaksi di Chatime,1072714,TX006671
P005,2025-04-19 22:47:00,372646,Netflix,Entertainment,Transfer,BNI,debit,Transaksi di Netflix,1950896,TX006672
P172,2025-04-20 08:33:00,227765,Mixue,Dining Out,Cash,,debit,Transaksi di Mixue,74261257,TX006673
P019,2025-04-20 08:48:00,89298,In-Game Purchase,Entertainment,Transfer,BRI,debit,Transaksi di In-Game Purchase,5053305,TX006674
P140,2025-04-20 08:50:00,159240,Google Play,Entertainment,Transfer,BNI,debit,Transaksi di Google Play,14713516,TX006675
P174,2025-04-20 09:11:00,253902,Burger King,Dining Out,QRIS,BCA,debit,Transaksi di Burger King,4654519,TX006676
P048,2025-04-20 09:28:00,44580,Ferrero,Snacks,Debit,Mandiri,debit,Transaksi di Ferrero,2606771,TX006677
P168,2025-04-20 09:30:00,24804,Kopi Kenangan,Dining Out,Cash,,debit,Transaksi di Kopi Kenangan,26544340,TX006678
P029,2025-04-20 09:46:00,78523,Mie Ayam Wonogiri,Dining Out,Cash,,debit,Transaksi di Mie Ayam Wonogiri,473572,TX006679
P017,2025-04-20 09:55:00,211444,Indomaret,Groceries,QRIS,BNI,debit,Transaksi di Indomaret,584994,TX006680
P099,2025-04-20 10:07:00,169870,Superindo,Groceries,Cash,,debit,Transaksi di Superindo,14760414,TX006681
P076,2025-04-20 10:09:00,79642,Warung Kelontong,Groceries,Debit,BNI,debit,Transaksi di Warung Kelontong,1954683,TX006682
P157,2025-04-20 10:09:00,329688,Inul Vizta (F&B),Entertainment,Transfer,Mandiri,debit,Transaksi di Inul Vizta (F&B),8317061,TX006683
P166,2025-04-20 10:28:00,123830,Modern Retail,Baby Care,Debit,BNI,debit,Transaksi di Modern Retail,22722728,TX006684
P004,2025-04-20 10:48:00,43358,Alfamart/Indomaret,Beverages,Debit,BRI,debit,Transaksi di Alfamart/Indomaret,1206488,TX006685
P139,2025-04-20 10:59:00,140289,So Good,Frozen Food,Debit,BRI,debit,Transaksi di So Good,20498300,TX006686
P072,2025-04-20 11:00:00,123510,Indomaret,Groceries,Debit,BCA,debit,Transaksi di Indomaret,12623671,TX006687
P158,2025-04-20 11:03:00,34154,Agen Aqua,Beverages,QRIS,BRI,debit,Transaksi di Agen Aqua,28016050,TX006688
P146,2025-04-20 11:28:00,91816,Nestle,Snacks,Debit,BRI,debit,Transaksi di Nestle,18741041,TX006689
P152,2025-04-20 11:40:00,36405,Warung Kelontong,Groceries,QRIS,BCA,debit,Transaksi di Warung Kelontong,11205505,TX006690
P194,2025-04-20 11:51:00,203658,Warung Kelontong,Groceries,QRIS,BCA,debit,Transaksi di Warung Kelontong,43036109,TX006691
P078,2025-04-20 12:01:00,336424,KFC,Dining Out,Debit,Mandiri,debit,Transaksi di KFC,11094085,TX006692
P038,2025-04-20 12:06:00,67655,Lotte Mart,Groceries,Debit,BCA,debit,Transaksi di Lotte Mart,21565,TX006693
P143,2025-04-20 12:06:00,51174,Dua Kelinci,Snacks,Debit,BNI,debit,Transaksi di Dua Kelinci,22140612,TX006694
P136,2025-04-20 12:53:00,46685,Agen Aqua,Beverages,Cash,,debit,Transaksi di Agen Aqua,1209360,TX006695
P051,2025-04-20 13:06:00,130074,Imperial Kitchen & Dimsum,Dining Out,Cash,,debit,Transaksi di Imperial Kitchen & Dimsum,1201265,TX006696
P199,2025-04-20 13:06:00,30088,Modern Retail,Baby Care,QRIS,BCA,debit,Transaksi di Modern Retail,54134713,TX006697
P066,2025-04-20 13:37:00,139511,Superindo,Groceries,Cash,,debit,Transaksi di Superindo,2883441,TX006698
P143,2025-04-20 14:04:00,152595,Starbucks,Dining Out,QRIS,BRI,debit,Transaksi di Starbucks,21988017,TX006699
P185,2025-04-20 14:17:00,74113,Premium Supermarket,Beverages,Debit,BCA,debit,Transaksi di Premium Supermarket,25800684,TX006700
P165,2025-04-20 14:46:00,49683,Mondelez,Snacks,Debit,BNI,debit,Transaksi di Mondelez,27379346,TX006701
P063,2025-04-20 14:51:00,261540,Sea World,Entertainment,Transfer,Mandiri,debit,Transaksi di Sea World,2666545,TX006702
P046,2025-04-20 14:55:00,94552,Modern Retail,Beverages,Debit,BNI,debit,Transaksi di Modern Retail,2983249,TX006703
P074,2025-04-20 14:58:00,79328,Riot Games,Entertainment,Transfer,BCA,debit,Transaksi di Riot Games,4744294,TX006704
P051,2025-04-20 15:09:00,125401,A&W Restaurants,Dining Out,Cash,,debit,Transaksi di A&W Restaurants,1075864,TX006705
P133,2025-04-20 15:25:00,49248,Wrigley,Snacks,QRIS,Mandiri,debit,Transaksi di Wrigley,14171713,TX006706
P078,2025-04-20 15:35:00,3304269,Nike Store,Fashion,Debit,BCA,debit,Transaksi di Nike Store,7789816,TX006707
P155,2025-04-20 15:42:00,345632,Domino's Pizza,Dining Out,Cash,,debit,Transaksi di Domino's Pizza,7923834,TX006708
P148,2025-04-20 15:51:00,73875,Kopi Kenangan,Dining Out,Cash,,debit,Transaksi di Kopi Kenangan,14271805,TX006709
P197,2025-04-20 15:52:00,85829,Pasar Tradisional,Groceries,Cash,,debit,Transaksi di Pasar Tradisional,30406281,TX006710
P109,2025-04-20 16:13:00,4005,Alfamart/Indomaret,Beverages,Debit,BRI,debit,Transaksi di Alfamart/Indomaret,18565374,TX006711
P154,2025-04-20 16:23:00,75258,Pasar Tradisional,Groceries,Cash,,debit,Transaksi di Pasar Tradisional,21639819,TX006712
P011,2025-04-20 16:32:00,15118,Wings Food,Beverages,Debit,BRI,debit,Transaksi di Wings Food,10399,TX006713
P027,2025-04-20 16:35:00,685,Modern Retail,Beverages,Cash,,debit,Transaksi di Modern Retail,311053,TX006714
P049,2025-04-20 16:44:00,20874,Indomaret,Groceries,Debit,BCA,debit,Transaksi di Indomaret,7129496,TX006715
P015,2025-04-20 16:51:00,91083,Modern Retail,Baby Care,Cash,,debit,Transaksi di Modern Retail,4188175,TX006716
P023,2025-04-20 18:34:00,277521,Domino's Pizza,Dining Out,Debit,BRI,debit,Transaksi di Domino's Pizza,2276930,TX006717
P101,2025-04-20 18:51:00,404176,Indomaret,Groceries,Cash,,debit,Transaksi di Indomaret,22788494,TX006718
P156,2025-04-20 18:52:00,73109,Modern Retail,Beverages,Cash,,debit,Transaksi di Modern Retail,10297074,TX006719
P018,2025-04-20 19:11:00,28890,Modern Retail,Beverages,Debit,BNI,debit,Transaksi di Modern Retail,2659601,TX006720
P040,2025-04-20 19:33:00,215475,Pasar Tradisional,Groceries,Cash,,debit,Transaksi di Pasar Tradisional,4791789,TX006721
P103,2025-04-20 19:37:00,153336,Cinema XXI,Entertainment,Transfer,BCA,debit,Transaksi di Cinema XXI,12465888,TX006722
P030,2025-04-20 19:46:00,39714,Superindo,Groceries,Debit,BNI,debit,Transaksi di Superindo,70224,TX006723
P099,2025-04-20 20:05:00,6591,Alfamart/Indomaret,Beverages,Debit,BRI,debit,Transaksi di Alfamart/Indomaret,14753823,TX006724
P164,2025-04-20 20:09:00,62653,Fore Coffee,Dining Out,Debit,BNI,debit,Transaksi di Fore Coffee,33856324,TX006725
P082,2025-04-20 20:10:00,332202,Sop Buntut Bogor,Dining Out,Cash,,debit,Transaksi di Sop Buntut Bogor,135615,TX006726
P188,2025-04-20 20:23:00,125909,Alfamart,Groceries,QRIS,BRI,debit,Transaksi di Alfamart,120726005,TX006727
P057,2025-04-20 20:23:00,77170,Grosir Sembako,Beverages,Debit,BCA,debit,Transaksi di Grosir Sembako,1136592,TX006728
P019,2025-04-20 20:54:00,251601,Hypermart,Personal Care,Debit,BNI,debit,Transaksi di Hypermart,4801704,TX006729
P062,2025-04-20 21:25:00,20872,Alfamart,Groceries,Cash,,debit,Transaksi di Alfamart,21152888,TX006730
P116,2025-04-20 21:41:00,57105,Tiga Pilar,Snacks,Cash,,debit,Transaksi di Tiga Pilar,13164105,TX006731
P096,2025-04-20 21:42:00,96962,Delfi,Snacks,QRIS,BCA,debit,Transaksi di Delfi,2954134,TX006732
P072,2025-04-20 21:56:00,1093690,Erigo Store,Fashion,Cash,,debit,Transaksi di Erigo Store,11529981,TX006733
P020,2025-04-20 22:07:00,187323,Ayam Penyet Surabaya,Dining Out,Debit,Mandiri,debit,Transaksi di Ayam Penyet Surabaya,1876638,TX006734
P079,2025-04-21 08:09:00,114256,Alfamart,Groceries,QRIS,Mandiri,debit,Transaksi di Alfamart,2398216,TX006735
P129,2025-04-21 08:44:00,5731667,Pasar Tanah Abang,Fashion,Debit,BRI,debit,Transaksi di Pasar Tanah Abang,4186456,TX006736
P038,2025-04-21 09:03:00,2536,Alfamart/Indomaret,Beverages,Cash,,debit,Transaksi di Alfamart/Indomaret,19029,TX006737
P152,2025-04-21 09:14:00,60357,Meat Shop,Groceries,Cash,,debit,Transaksi di Meat Shop,11145148,TX006738
P012,2025-04-21 09:23:00,304638,In-Game Purchase,Entertainment,Transfer,BRI,debit,Transaksi di In-Game Purchase,4881554,TX006739
P037,2025-04-21 09:33:00,63620,Pasar Tradisional,Groceries,Cash,,debit,Transaksi di Pasar Tradisional,1019883,TX006740
P154,2025-04-21 09:37:00,336146,Telkomsel,Billing & Utilities,Cash,,debit,Transaksi di Telkomsel,21303673,TX006741
P180,2025-04-21 09:40:00,41544,Modern Retail,Beverages,Debit,Mandiri,debit,Transaksi di Modern Retail,52439552,TX006742
P017,2025-04-21 10:05:00,25305,Alfamart/Indomaret,Beverages,Debit,Mandiri,debit,Transaksi di Alfamart/Indomaret,559689,TX006743
P166,2025-04-21 10:06:00,133298,Pasar Tradisional,Groceries,Debit,Mandiri,debit,Transaksi di Pasar Tradisional,22589430,TX006744
P189,2025-04-21 10:32:00,323487,Fore Coffee,Dining Out,Debit,BCA,debit,Transaksi di Fore Coffee,68153244,TX006745
P083,2025-04-21 10:35:00,103076,Modern Retail,Baby Care,Debit,BNI,debit,Transaksi di Modern Retail,10253382,TX006746
P076,2025-04-21 10:51:00,9784,Alfamart/Indomaret,Beverages,Cash,,debit,Transaksi di Alfamart/Indomaret,1944899,TX006747
P126,2025-04-21 10:51:00,77546,Modern Retail,Baby Care,QRIS,BNI,debit,Transaksi di Modern Retail,51526301,TX006748
P012,2025-04-21 11:11:00,11946,Modern Retail,Beverages,Cash,,debit,Transaksi di Modern Retail,4869608,TX006749
P131,2025-04-21 11:17:00,90718,Holland Bakery,Dining Out,Debit,BCA,debit,Transaksi di Holland Bakery,7876744,TX006750
P066,2025-04-21 11:20:00,25907,Alfamart/Indomaret,Beverages,Cash,,debit,Transaksi di Alfamart/Indomaret,2857534,TX006751
P199,2025-04-21 11:32:00,184199,Indomaret,Groceries,Debit,BNI,debit,Transaksi di Indomaret,53950514,TX006752
P094,2025-04-21 12:17:00,4711380,Eiger Adventure,Fashion,Debit,BRI,debit,Transaksi di Eiger Adventure,11824772,TX006753
P133,2025-04-21 13:15:00,87774,Pasar Tradisional,Groceries,Debit,BCA,debit,Transaksi di Pasar Tradisional,14083939,TX006754
